,rutenavn,rutenummer,merking,rutetype,informasjon,geometry
1815,['Ukjent'],['osl'],JA,,,"LINESTRING (10.628665537876037 59.97263224031962, 10.628497739459744 59.972626676823296, 10.62816872480387 59.972596338233515, 10.62746019289174 59.972284181640646, 10.627030280055116 59.97221305275102, 10.626816085284982 59.972196653061275)"
1816,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.65366419702261 59.98748994449396, 10.653756329252715 59.98762997412119, 10.653815656697768 59.98771967113261, 10.653911551865226 59.987794989258816, 10.65401102584835 59.98787017267203, 10.654217667584605 59.98789811964687, 10.654400376024222 59.987920618270074, 10.654693313230112 59.988000292288945, 10.65500779055758 59.988109243641226, 10.655267616210734 59.98819346279722, 10.655417067475701 59.98827861635399, 10.655510218534014 59.988363487783005)"
1817,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.638972781108567 59.97397441324716, 10.63905906262333 59.973900235420906, 10.63909321349781 59.97384439774725, 10.639136635491944 59.97379850379711, 10.639194444916983 59.97375368851227, 10.63922353804317 59.97371515738723, 10.639265863440816 59.973657960782866, 10.63930566526687 59.97360771097805, 10.639367169256198 59.97356877727303, 10.639453680320564 59.97352827556662, 10.639550815347498 59.97348521692685, 10.639636354082226 59.97342505849205, 10.639696899884015 59.97338487917069, 10.639779226519215 59.973339489601805, 10.639883018727154 59.973282517055, 10.640080405615873 59.97318701993568, 10.64018586607915 59.97314206113283, 10.6402787799188 59.9730933962779, 10.640318327967085 59.97306703912001, 10.640394880017979 59.97302809752299, 10.640453126055354 59.97301390190421, 10.640538110267098 59.97300054146915, 10.640689370178142 59.97298680620625, 10.640795073254392 59.9730373133714, 10.640883181484913 59.97311606034204, 10.640916175521324 59.973214352849055, 10.640891779615544 59.97328982825681, 10.640886416444312 59.973369737235956, 10.64091755428708 59.9734305116669, 10.641009329565442 59.97357971489263, 10.641130435001442 59.973756754146656, 10.641212259538772 59.973896740581964, 10.641282911805941 59.973999234932954, 10.641352400552897 59.974078213138974, 10.641411187409325 59.974129213439014, 10.641468579367535 59.974152030291634, 10.641533652426515 59.974141790819935, 10.641697273690312 59.97404105310962, 10.641841110957115 59.97391712051297, 10.642003801322073 59.973797623402724, 10.642147169706172 59.97366426608721, 10.642337971185501 59.97354441879389, 10.642537794983092 59.97341502873626, 10.64276485331724 59.973271199004714, 10.642984230336978 59.97316042526945, 10.643277289281189 59.9730252032293, 10.643450621404293 59.972929012531424, 10.64355009520234 59.9728573617305, 10.643586122508143 59.9728287123127, 10.643628181164605 59.972795227770696)"
1818,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.643628181164605 59.972795227770696, 10.643631640060011 59.9727999447033, 10.643738093272418 59.972869120981905, 10.643836396865575 59.972961839461966, 10.643897512497425 59.97305978105555, 10.643957052293473 59.97312954145889, 10.643998144244962 59.97319944180592, 10.644000008629611 59.97323704957588, 10.643948903645466 59.973341059071934, 10.6439054812938 59.97341210187402, 10.643871549260735 59.97348302646188, 10.643735620392789 59.97357111792264)"
1819,['Ukjent'],['osl'],JA,,,"LINESTRING (10.624714654520286 59.97609599613662, 10.624387052388814 59.97635482178926)"
1820,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.645969479334845 59.9813982768319, 10.645932060711829 59.98139182790445, 10.645799250066196 59.981344716172586, 10.6456860079825 59.98127661393517, 10.645497167958462 59.98116221317025, 10.645281808253307 59.98102982115256, 10.645122537576714 59.98092978039679, 10.644970333045093 59.98088183180554, 10.64466516278326 59.980839201724336, 10.64454976181195 59.98083587942406, 10.644544788431729 59.98073562209941, 10.64436891157788 59.980690931507006, 10.644140174937691 59.98065363490455, 10.643989842821073 59.98058195168769, 10.643743541371084 59.98045784596495, 10.643399438612105 59.98024793020526, 10.6431663954041 59.98012365838162, 10.643000313253218 59.980005288605206, 10.642833415120226 59.979866811045426, 10.642584298288826 59.97968930052733, 10.642418395058023 59.979570838009025, 10.642338692174773 59.979466840218045)"
1821,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.659709270402509 59.97540366249472, 10.659863403923298 59.97542220138818, 10.659961646949457 59.97545895629219, 10.660033350543682 59.975516791421796, 10.660125305929107 59.97556395363796, 10.66028008096283 59.975631072153945, 10.6604352064909 59.975701598931465, 10.660645480836555 59.97577843702566, 10.660814225951277 59.97584537917009, 10.660906867480696 59.97590977608578, 10.66101451606322 59.97599473061494, 10.661126201141894 59.97602790267199, 10.661361466126769 59.97604910108567, 10.661664287588044 59.97604528926992, 10.661862570723288 59.976018633595565, 10.6620821439705 59.976002037895405, 10.662295254907812 59.975995941382635, 10.662452866829597 59.97598012536517, 10.66258987659007 59.97596798151074, 10.662674164200986 59.97600149736181, 10.662765260495108 59.97603142472918, 10.662813082395248 59.976027409450715, 10.662727007992478 59.97609405637892, 10.662732201935222 59.97619763379532, 10.662710330748526 59.97631179069139, 10.662702778740876 59.97643277253056, 10.662700119869111 59.976519115180594, 10.662699936105298 59.97656905286583)"
1822,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.634593963060295 59.97114182145367, 10.634551435119041 59.971245900521005, 10.634530429158698 59.97135770623888, 10.63449676197826 59.97142709821712, 10.634468077076352 59.97148852509594, 10.634444323724356 59.97154459203343, 10.634456586674839 59.971578927691, 10.634479812124795 59.971621210601825, 10.634541664033316 59.97169471852143)"
1823,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.624387052388814 59.97635482178926, 10.62455016686218 59.97643265631953, 10.624622027581482 59.97645835592741, 10.62446095388237 59.97659774907969, 10.62434285656703 59.97671460948858, 10.624258297204452 59.97679549196365, 10.623928277997376 59.97709664706132, 10.623641223097557 59.977375089507156, 10.623456717433516 59.97758140926763, 10.623427729931711 59.977710375016706, 10.623498846674714 59.97790016895033, 10.623575666437223 59.97802343262166, 10.623613765025853 59.978080532818915, 10.6236160612863 59.97830673828085, 10.62331550849622 59.97885145559845, 10.623030721540951 59.979356012420354, 10.622896295841297 59.97968143338147, 10.622824151419419 59.979833112779374, 10.622824801654541 59.97984639679613)"
1824,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.63104039026603 59.974969707339355, 10.631144389051327 59.975025811500686)"
1825,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.628426988376694 59.97992820021852, 10.629074970054244 59.9797959965475, 10.629644299356839 59.97968254323762, 10.62989271139429 59.979686751003925)"
1826,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.63141032888804 59.973522229694076, 10.631749135147219 59.973401736122334, 10.632184503101572 59.97314631877158, 10.632496811197834 59.972851647767136, 10.63278841494058 59.97267515419402, 10.63311523875257 59.97258085046873, 10.633461288501696 59.972578633903744, 10.63371813663533 59.97260239829148, 10.633984232290898 59.97262838279139, 10.634068130874843 59.97263659466863)"
1827,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.629305711679837 59.97279623779503, 10.629440451167573 59.97285097583688, 10.629433769123318 59.97291554270981, 10.629442613663148 59.972971565467994, 10.629463300324602 59.97303157334055, 10.629523419337612 59.9731064520878, 10.629575529148653 59.97314595430285, 10.629628583794437 59.97317915805441, 10.629730132841976 59.97322568373504, 10.6297798824287 59.97324267242425, 10.629846899204983 59.97326465692023, 10.629914095136062 59.97328663917047, 10.630211730816018 59.97338193524359, 10.630291313726485 59.97340439299036, 10.630438939456736 59.97345510899616, 10.630626720223368 59.973513501577, 10.630810722267668 59.973560624380546)"
1828,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.63892526803067 60.028749545552294, 10.638900515598046 60.02874985255931, 10.638823271508988 60.0287412008595, 10.638749745233925 60.028731515090186, 10.638664541153007 60.02871434019738, 10.638557752681814 60.02869258313452, 10.638480310388386 60.0286762997915, 10.638416136737067 60.02865976207097, 10.638371630734904 60.02865259019698, 10.638321056206827 60.02863884756453, 10.638305204190965 60.02863042228849, 10.638234651201861 60.02864090675852, 10.638198240121515 60.028641358177936, 10.638134208873328 60.0286276924961, 10.638079721184877 60.02861103453466, 10.63802872027885 60.02858867525932, 10.637985150558388 60.02856415820316, 10.637941622530887 60.028536856487534, 10.63790995154252 60.028517041685156, 10.637884451210674 60.02850586201656, 10.637839758930099 60.028494920229576, 10.637794871200494 60.028480029183726, 10.63771841488309 60.02844738765062, 10.637663464026884 60.02842498738347, 10.637634050616283 60.02841089241546, 10.637623703084904 60.02839763887796, 10.637621003238758 60.028379350975996, 10.637614515641776 60.0283679356226, 10.637586802653056 60.028351933547974, 10.637522574014131 60.028330636121375, 10.637465923129543 60.02831014286482, 10.637436286125272 60.028295152518965, 10.637414443406065 60.02827808974794, 10.637384331209319 60.02825349554556, 10.637356809410608 60.02824135291059, 10.637303345297267 60.02820546248577, 10.637252056864774 60.02817726879302, 10.637189967078067 60.02816654235684, 10.63712805669358 60.02815581366904, 10.637081294452543 60.0281429214442, 10.6369909567315 60.02810173985522, 10.63688961517069 60.02807030425445, 10.63678846471657 60.02804272806527, 10.63668421377433 60.02802866179134, 10.6366222176749 60.0280198199537, 10.636551929309126 60.02799572318143, 10.63647430581936 60.027979351116244, 10.636435256621258 60.02796636314158, 10.636381725205123 60.027969001925435, 10.636335913384768 60.02797531713414, 10.636308331879054 60.0279583252537, 10.636287622239237 60.02792786649493, 10.63627463221842 60.027901084182794, 10.636257296031575 60.02785899808065, 10.636220495736245 60.02781526697884, 10.636157064040022 60.02777375165495, 10.636082251085012 60.02773435305667, 10.635984394058685 60.02769712575447, 10.635928686808692 60.02765937654092, 10.635876921160252 60.02762148869562, 10.635809630540487 60.02757813496346, 10.635796727227717 60.027549465511974, 10.63579501894429 60.027514909591055, 10.635820696270557 60.02749339641367, 10.63584655292239 60.02747188101084, 10.635845514612166 60.02745087819168, 10.63583184812529 60.02740677077321, 10.635829474240708 60.0273587515062, 10.635850630579192 60.027322026494176, 10.635840730654362 60.02727787244503, 10.635807779816176 60.02723211774479, 10.635732684549339 60.027186974577525, 10.635680831137527 60.027147291535876, 10.635655981529343 60.02711293226723, 10.635661701814568 60.0270725365098, 10.635664418706 60.027047625349105)"
1829,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.634541664033316 59.97169471852143, 10.634589856067656 59.97181096611685, 10.634575920434328 59.971957171784645, 10.634531298984989 59.9720187960351, 10.63444987307578 59.97208617490536, 10.634294320519347 59.972154561413944, 10.634133309212388 59.97221762664486, 10.633962121884343 59.97228872103865, 10.633858388718629 59.972332485898065, 10.633795912104672 59.97235176039066, 10.63374435155978 59.97238167707947, 10.633859470794958 59.97245991462463, 10.633964634037936 59.9725542617231, 10.634068130874843 59.97263659466863)"
1830,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.634068130874843 59.97263659466863, 10.63415204378263 59.972703273421864, 10.634274056448136 59.97281591278082, 10.63441418157555 59.972914317194764, 10.634649634485392 59.97296196508526)"
1831,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.64513316574381 59.98593627055985, 10.645044927841237 59.98570413011327, 10.644877358663873 59.985556502548526, 10.644662173063224 59.9855256837933, 10.64466299736001 59.98539418978472)"
1832,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.634596197629401 59.97068914505178, 10.634604337348035 59.9707088925294, 10.63461633913787 59.970737932545234, 10.634549936486222 59.97078653452137, 10.634473230516413 59.97084056292286, 10.63441765696944 59.97089441939541, 10.634389443522421 59.9709690426798, 10.63441856200281 59.971021850352834, 10.634550089504542 59.97111317615676, 10.634593963060295 59.97114182145367)"
1833,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.666269220254513 59.97865689661097, 10.666478311766369 59.978670333397375, 10.66677497238125 59.978618358849545, 10.66699640939075 59.97855655618951, 10.667197015460266 59.97840125263041, 10.667373363702563 59.978294573966224, 10.667542865732942 59.97826557902962, 10.667768208785281 59.978281502810574, 10.667951964188788 59.97832211111767, 10.668110226689956 59.97827987549471, 10.668166678569394 59.97823362745066, 10.668675249737957 59.97825126897607, 10.669190207688997 59.97842779492181, 10.66997704687173 59.9784197288434, 10.671022536164237 59.978060811649655, 10.67163966785256 59.97807419342115, 10.672891479534773 59.978047377578264, 10.67379126550142 59.977958822601096, 10.674221808840597 59.97801757812481)"
1834,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.631144389051327 59.975025811500686, 10.631499837496834 59.97521774562529, 10.631618065145087 59.97530079651204, 10.631718524970829 59.97538325864337, 10.631945053283326 59.975569690178176, 10.631981061641147 59.97560957017927, 10.632041134635987 59.97566145675529)"
1835,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.639755924364236 60.03097040559684, 10.639505388444357 60.03119193363975, 10.63947857953969 60.03120510917109, 10.639463814207922 60.03122226656472, 10.63946340362056 60.03123933567369, 10.639486353843205 60.031264197905884, 10.639516233223796 60.03129849408833, 10.639542656992663 60.03132825279807, 10.639570080299334 60.031403533078134, 10.639577211158903 60.03142428066283, 10.639586402712435 60.03145039131539, 10.639615644913825 60.031486311973424, 10.639655801144832 60.03151428368146, 10.639680123026272 60.03154146393795, 10.63971095494801 60.03160583481248, 10.63973168080539 60.0316654813097, 10.63975354805076 60.03170831905744, 10.6397722888027 60.031753261241896, 10.639783791904714 60.031786168803876, 10.639807544807304 60.03181272742458, 10.63983814255301 60.031847014624226, 10.639866191992821 60.0318842073798, 10.639866315481004 60.031912047135116, 10.639855870166228 60.03193669505132, 10.639828303553221 60.03197080592188, 10.639789546971977 60.032007300907054, 10.63974356748033 60.03203930516543, 10.639687254724802 60.03206200751092, 10.639621400433736 60.032080517311165, 10.63955693665584 60.03209811171966, 10.639521611501022 60.03210968651283, 10.639502383389214 60.032116481245495, 10.63944948461904 60.03215737268095, 10.639404826994518 60.03219070757574, 10.639389121272265 60.03220338609157, 10.639359011437854 60.03222603265237, 10.639313011951783 60.0322612701832, 10.639262876136058 60.032299971810026, 10.6391995724549 60.03234099221045, 10.639096732427076 60.03242453432965, 10.639020977828501 60.03248959868933, 10.638938840754605 60.03254540186037, 10.638864463013173 60.0325984144312, 10.638815839920074 60.03263143905149, 10.638741384081449 60.032719119397775, 10.638712473742126 60.03276599978096, 10.638680652684325 60.03283384211292, 10.638641671306665 60.03294919320211, 10.63862686719316 60.03299095906346, 10.638637549574987 60.03303267832574, 10.638660629157842 60.03307101068077, 10.638699891868875 60.033135277229995, 10.638712876881877 60.03317274683644, 10.638713150187975 60.03322537243747, 10.638717188742982 60.03330327792585, 10.638732860646344 60.0334022344462, 10.638759905982905 60.033469885660864, 10.63877874424241 60.033516802595436, 10.638781742568746 60.03357370530889, 10.638791965493324 60.033631506346325, 10.63882028637524 60.033685041473184, 10.638841942994327 60.03374898745442, 10.638852615181019 60.03381585378206, 10.638874567099782 60.033871264092824, 10.638903448474222 60.033946975459834, 10.638938501809646 60.03404218897811, 10.638958849778446 60.03410507344396, 10.638973153393291 60.03415465109715, 10.638961862669312 60.03422385544443, 10.638947972714305 60.034309437546305, 10.638925197501472 60.03438596916196, 10.638898615104447 60.03444000553855, 10.63883524712127 60.03451605262635, 10.638721694635759 60.034619036477196, 10.638652158353544 60.03468653814471, 10.638544537620206 60.03474984183165, 10.63849332680333 60.03478505383207, 10.638464484457147 60.034815228526604, 10.638404527087369 60.034862314111905, 10.638329092344405 60.03490860362834, 10.638255799121346 60.034929270550826, 10.638178900916333 60.034967764603984, 10.638258653455125 60.03501590232914, 10.638369546882624 60.03509113596815)"
